iri	label	definition	definitionXrefs	superClasses	part_of
http://purl.obolibrary.org/obo/CEPH_0000137	inferior frontal lobe system	A system of lobes in octopod brains: the paired posterior buccal, lateral inferior frontal and subfrontal lobes, and the single median inferior frontal lobe. They form a functional unit concerned with the chemotactile information from the arms and its use.	http://tolweb.org/accessory/Cephalopoda_Glossary?acc_id=587	ectoderm-derived structure|	cephalopod brain
http://purl.obolibrary.org/obo/CEPH_0000138	infundibilum	Exposed flat outer ring that forms the adhesive surface of the sucker		|surface structure	sucker
http://purl.obolibrary.org/obo/CEPH_0000139	ink sac	Organ composed of a gland that secretes ink, a sac that stores ink and a duct that connects it to the rectum. The ink sac generally appears black from the outside although it may be covered by silvery tissue in some species.	http://tolweb.org/accessory/Cephalopoda_Glossary?acc_id=587	gland	anatomical system
http://purl.obolibrary.org/obo/CEPH_0000144	jet propulsion	This is the typical method of fast swimming in cephalopods. During jet propulsion, water is taken into the mantle cavity by expansion of the mantle. Water enters laterally at the sides of the head, passes over the collar, over the gills and leaves through the funnel when the mantle contracts. Mantle contraction causes water pressure in the mantle cavity to increase and forces the collar against the mantle wall. The collar, therefore, acts as a one-way valve to prevents water from leaving by the same route that it entered. The ventral wall of the funnel presses against the mantle during mantle contraction and seals that opening as well. Water, therefore, is forced through the funnel and out the funnel orifice. The force provided by the water leaving the funnel can be directed by movements of the funnel. Typically the water leaves the funnel anteriorly causing the cephalopod to jet backward (e.g. when escaping a predator) or the funnel is directed posteriorly causing the water to leave posteriorly and the animal to jet anteriorly (e.g. when pouncing on a prey). Some species are able to glide via this method.	Wikipedia:Ommastrephidae,http://tolweb.org/accessory/Cephalopod_Jet_Propulsion?acc_id=2060	locomotion	
http://purl.obolibrary.org/obo/CEPH_0000145	keel	A muscular vane that extends dorsally from the aboral surface of the tentacular club of many species.	http://tolweb.org/accessory/Cephalopoda_Glossary?acc_id=587	|gladius vane	tentacular club|gladius
http://purl.obolibrary.org/obo/CEPH_0000147	lateral funnel adductor muscle	Muscles that support the lateral attachment of the funnel to the head. 	http://tolweb.org/accessory/Cephalopod_Lateral_Funnel_Adductor?acc_id=1963	obsolete adductor muscle	
http://purl.obolibrary.org/obo/CEPH_0000148	lateral membrane of arm IV	The keels of arms IV are offset laterally and often enlarged to fully or partially conceal, protect or encase the adjacent tentacles. The latter function is most fully developed in the chiroteuthids and mastigoteuthids.	http://tolweb.org/accessory/Cephalopod_Brachial_and_Buccal_Crowns?acc_id=1957	membranous layer|	arm IV|anatomical wall
http://purl.obolibrary.org/obo/CEPH_0000149	lateral-line analogue	Sensory structure analogous to the lateral-line of fishes. The lateral-line analogue, which senses vibrations transmitted by the seawater, is located along a series of lines on the dorsal surface of the head with some sensory cells extending onto the bases of the arms.	http://tolweb.org/accessory/Cephalopoda_Glossary?acc_id=587	anatomical system	multi-cellular organism
http://purl.obolibrary.org/obo/CEPH_0000150	photophore lens	Structure in a photophore that can focus or disperse bioluminescent light.	http://tolweb.org/accessory/Cephalopoda_Glossary?acc_id=587	|anatomical structure	photophore
http://purl.obolibrary.org/obo/CEPH_0000152	light guides	Structures in a photophores that direct light via internal reflection.	http://tolweb.org/accessory/Cephalopod_Photophore_Terminology?acc_id=2015	|anatomical structure	photophore
http://purl.obolibrary.org/obo/CEPH_0000153	ligula	The portion of the sucker-free end-organ of the hectocotylus of many incirrate octopods that is generally elongate and longitudinally grooved. The ligula in octopodids is often spatulate in shape with transverse ridges. Spermatophores transferred along the sperm groove of the hectocotylus presumably enter the ligula which assists in their transfer to the female. Details of the use of the ligula are unknown.	http://tolweb.org/accessory/Cephalopoda_Glossary?acc_id=587	|male anatomical structure|reproductive structure|surface structure	end organ|external covering of organism
http://purl.obolibrary.org/obo/CEPH_0000154	lip	Two concentric muscular, glandular rings of skin that surround the mouth and beaks.	http://tolweb.org/accessory/Cephalopoda_Glossary?acc_id=587	|skin muscle	integument|musculature
http://purl.obolibrary.org/obo/CEPH_0000155	living chamber	Largest and most recently formed chamber of the <strong>Nautilus</strong> shell (also refers to numerous shells of fossil cephalopods) in which the animal resides.	http://tolweb.org/accessory/Cephalopoda_Glossary?acc_id=587	shell chamber	shell
http://purl.obolibrary.org/obo/CEPH_0000156	locking-apparatus of tentacular stalk	Continuation of the carpal locking apparatus down the oral face of the tentacular stalk. 	http://tolweb.org/accessory/Cephalopoda_Glossary?acc_id=587	anatomical structure	
http://purl.obolibrary.org/obo/CEPH_0000159	mantle locking-apparatus	The mantle component (usually fibrous) of the structure that &quot;locks&quot; the mantle to the funnel. This lock, depending on its form, can either restrict all movement between the funnel and mantle or allow just an anterior/posterior slippage.	http://tolweb.org/accessory/Cephalopoda_Glossary?acc_id=587	cartilage tissue	skeletal element
http://purl.obolibrary.org/obo/CEPH_0000160	mantle length	(ML) - The standard measure of length in coleoid cephalopods. In decapodiforms ML is measured along the dorsal midline from the mantle margin to the posterior tip of the body, excluding long tails. In octopodiforms ML is measured from a line joining the midpoint of the eyes rather than the anterior mantle margin since the latter is obscured by the head/mantle fusion.	http://tolweb.org/accessory/Cephalopoda_Glossary?acc_id=587	whole organism trait	
http://purl.obolibrary.org/obo/CEPH_0000161	mantle septum	A anteroposterior septum that connects the mantle wall with the visceral sac along the midline in the ventral mantle cavity. The ventral mantle artery runs along the anterior end of this septum. 	http://tolweb.org/accessory/Cephalopoda_Glossary?acc_id=587	septum|	mantle
http://purl.obolibrary.org/obo/CEPH_0000162	manus of tentacular club	The proximal, broad portion of the tentacular club. In squids the manus is generally equally expanded on both lateral margins and often includes enlarged suckers.	http://tolweb.org/accessory/Cephalopod_Tentacle_Terminology?acc_id=1962	|circumoral appendage segment	tentacular club
http://purl.obolibrary.org/obo/CEPH_0000163	mature stage	In cephalopods this term refers to sexual maturity which is determined for females by the presence of ova (mature eggs) free in the coelom or oviducts, and for males by the presence of spermatophores in Needham's sac.	http://tolweb.org/accessory/Cephalopoda_Glossary?acc_id=587	life cycle stage	
http://purl.obolibrary.org/obo/CEPH_0000169	molluscan foot	A major structure in molluscan morphology. In gastropods the foot is the muscular sole that the animal crawls with. In cephalopods the funnel, and possibly the arms and tentacles are derived from the molluscan foot. The evolutionary origin of the latter is still uncertain. They may represent outgrowths of the head (favored by anatomical evidence: nerve connections) or modifications of the molluscan foot that have migrated around the mouth (favored by embryological evidence: migration of arm primordia).	http://tolweb.org/accessory/Cephalopoda_Glossary?acc_id=587	organism subdivision	multi-cellular organism
http://purl.obolibrary.org/obo/CEPH_0000170	neck	The region separating the posterior end of the cephalic cartilage and the collar. Only those cephalopods with elongate heads (e.g., chiroteuthids) have distinct necks.	http://tolweb.org/accessory/Cephalopoda_Glossary?acc_id=587	organism subdivision	multi-cellular organism
http://purl.obolibrary.org/obo/CEPH_0000171	Needham's sac	In males, the large storage sac for spermatophores that is an expanded region of the genital duct at the base of the penis.	http://tolweb.org/accessory/Cephalopoda_Glossary?acc_id=587	male anatomical structure|reproductive structure|	male reproductive system
http://purl.obolibrary.org/obo/CEPH_0000172	nephridial coelom	The cavity of the renal sac. It connects with the exterior via the renal pore and with the visceropericardial coelom via a pair of slender ducts from the latter.	http://tolweb.org/accessory/Cephalopoda_Glossary?acc_id=587	|cephalopod coelom	renal sac
http://purl.obolibrary.org/obo/CEPH_0000175	nidamental gland	Large glandular structures found in decapodiforms and <strong>Nautilus</strong> that lie in and open directly into the mantle cavity. The glands are composed of numerous lamellae that are involved in secretion of egg cases or the jelly of egg masses.	http://tolweb.org/accessory/Cephalopoda_Glossary?acc_id=587	gland	anatomical system
http://purl.obolibrary.org/obo/CEPH_0000176	nuchal cartilage	An oblong cartilaginou plate on the posterodorsal surface of the head of most squids and cuttlefishes that articulates with a complementary structure on the inner surface of the anterodorsal surface of  the mantle		|cartilage tissue	nuchal region|skeletal element
http://purl.obolibrary.org/obo/CEPH_0000177	nuchal crest	See Occipital crest.	http://tolweb.org/accessory/Cephalopoda_Glossary?acc_id=587	|anatomical structure	nuchal region
http://purl.obolibrary.org/obo/CEPH_0000178	nuchal membrane	See occipital membrane.	http://tolweb.org/accessory/Cephalopoda_Glossary?acc_id=587	|anatomical structure	nuchal region
http://purl.obolibrary.org/obo/CEPH_0000179	nuchal organ	Small sensory organ with photoreceptor-like sensory cells that is located in the nuchal region of, apparently, all coleoid cephalopods.	http://tolweb.org/accessory/Cephalopoda_Glossary?acc_id=587	|organ	anatomical system|nuchal region
http://purl.obolibrary.org/obo/CEPH_0000180	nuchal region	The posterodorsal region of the head and the area immediately posterior to it. 	http://tolweb.org/accessory/Cephalopoda_Glossary?acc_id=587	organism subdivision	multi-cellular organism
http://purl.obolibrary.org/obo/CEPH_0000181	occipital crest	Prominent transverse ridge in most decapodiforms that extends across the dorsal and along the lateral surfaces of the head at its posterior end.	http://tolweb.org/accessory/Cephalopod_Occipital_Region_Terminology?acc_id=1970	anatomical structure	
http://purl.obolibrary.org/obo/CEPH_0000182	occipital fold	Fixed folds of the head integument that adjoin the nuchal crest posteriorly and are perpendicular to it. The function of the folds is uncertain.	http://tolweb.org/accessory/Cephalopod_Occipital_Region_Terminology?acc_id=1970	|anatomical structure	integument
http://purl.obolibrary.org/obo/CEPH_0000183	occipital membrane	A membrane connecting the main occipital folds at their posterior ends.	http://tolweb.org/accessory/Cephalopod_Occipital_Region_Terminology?acc_id=1970	membranous layer	anatomical wall
http://purl.obolibrary.org/obo/CEPH_0000184	cephalopod olfactory organ	A chemosensory organ present on the head or neck in all coleoid cephalopods. The olfactory organ is thought to be the homologue of the rhinophore of <strong>Nautilus</strong>.	http://tolweb.org/accessory/Cephalopoda_Glossary?acc_id=587	olfactory organ	sensory system
http://purl.obolibrary.org/obo/CEPH_0000185	ontogenetic descent	The progressively descent into a deeper-water habitat as a cephalopod grows older and larger. This distribution pattern is a particularly common in many pelagic cranchiid squids.	http://tolweb.org/accessory/Cephalopoda_Glossary?acc_id=587	habitat trait	
http://purl.obolibrary.org/obo/CEPH_0000187	optic lobe of brain	Large lobes of the brain associated with the eyes. In octopods and some squids the optic lobes may be separated from the rest of the brain by an optic stalk of varying length. In <strong>Octopus</strong> the optic lobes contain 92 million cells compared with only 42 million in the main central mass of the brain (J. Young, 1963).	http://tolweb.org/accessory/Cephalopod_Brain_Terminology?acc_id=1944	lobe of nervous system	nervous system
